Transfers of major conventional arms from All countries  to All countries . Deals with deliveries made for the year range '1950' to '1991' 
A '?' in a column indicates uncertain data. The 'Number delivered' and the 'Year(s) of deliveries' refer only to deliveries in the selected year(s).
An empty field for 'Number ordered' indicates that data is not yet available.
SIPRI trend-indicator values (TIVs) are in millions.
An empty field for 'SIPRI TIV for total order' indicates that data (on the number ordered and/or the TIV per unit) is not available.
A '0' for 'SIPRI TIV of delivered weapons' indicates that the volume of deliveries is between 0 and 0.5 million SIPRI TIV; and an empty field indicates that no deliveries have been identified.
Figures may not add up to stated totals due to the conventions of rounding.
For the method used for the SIPRI TIV and explanations of the conventions; abbreviations and acronyms see <https://www.sipri.org/databases/armstransfers/sources-and-methods>.

Source: SIPRI Arms Transfers Database (c) SIPRI.
Data generated: 24 Dec 2025 8:08:58 AM
SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
31010,Soviet Union,Cuba,T-34-85,tank,Armoured vehicles,1961,No,100,Yes,1961,No,Second hand,0.95,0.38,38,No
31010,Soviet Union,Cuba,T-34-85,tank,Armoured vehicles,1961,No,312,Yes,1962,No,Second hand,0.95,0.38,118.56,No
34711,United States,Cuba,M-8 Greyhound,armoured car,Armoured vehicles,1956,No,20,Yes,1956,No,Second hand,0.19,0.08,1.52,No
53449,Soviet Union,Cuba,SO-1,patrol boat,Ships,1967,No,6,No,1967,No,Second hand,15,6,36,No
7570,Soviet Union,Cuba,An-2,light transport aircraft,Aircraft,1960,Yes,10,Yes,1962,Yes,New,1,1,10,No
7570,Soviet Union,Cuba,An-2,light transport aircraft,Aircraft,1960,Yes,10,Yes,1963,Yes,New,1,1,10,No
1174,Soviet Union,Cuba,Project-205,missile boat,Ships,1972,No,2,No,1972,No,Second hand,42.5,17,34,No
1174,Soviet Union,Cuba,Project-205,missile boat,Ships,1972,No,2,No,1973,No,Second hand,42.5,17,34,No
1174,Soviet Union,Cuba,Project-205,missile boat,Ships,1972,No,2,No,1974,No,Second hand,42.5,17,34,No
1240,Soviet Union,Cuba,Project-206M Shtorm,torpedo boat,Ships,1978,Yes,2,No,1979,No,New,25,25,50,No
1240,Soviet Union,Cuba,Project-206M Shtorm,torpedo boat,Ships,1978,Yes,2,No,1980,No,New,25,25,50,No
1240,Soviet Union,Cuba,Project-206M Shtorm,torpedo boat,Ships,1978,Yes,2,No,1981,No,New,25,25,50,No
1241,Soviet Union,Cuba,Project-641,submarine,Ships,1978,No,1,No,1979,No,New,75,75,75,No
1241,Soviet Union,Cuba,Project-641,submarine,Ships,1978,No,1,No,1980,No,New,75,75,75,No
1567,Soviet Union,Cuba,An-26,transport aircraft,Aircraft,1975,Yes,2,No,1976,No,New,8.5,8.5,17,No
1567,Soviet Union,Cuba,An-26,transport aircraft,Aircraft,1975,Yes,9,No,1978,No,New,8.5,8.5,76.5,No
1567,Soviet Union,Cuba,An-26,transport aircraft,Aircraft,1975,Yes,14,Yes,1979,No,New,8.5,8.5,119,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1977,Yes,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1978,Yes,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1979,Yes,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1980,Yes,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1982,Yes,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1983,Yes,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1976,No,New,1.8,1.8,45,No
3173,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1976,Yes,25,Yes,1981,No,New,1.8,1.8,45,No
3174,Soviet Union,Cuba,Project-1159,corvette,Ships,1979,Yes,1,No,1981,No,New,125,125,125,No
3368,Soviet Union,Cuba,Project-12650 Yakhont,minehunter,Ships,1979,Yes,2,No,1980,No,New,45,45,90,No
3524,Soviet Union,Cuba,Mi-24D,combat helicopter,Aircraft,1981,Yes,15,Yes,1982,No,New,8.25,8.25,123.75,No
3773,Soviet Union,Cuba,V-601,SAM,Missiles,1982,Yes,140,Yes,1982,No,New,0.12,0.12,16.8,No
4120,Czechoslovakia,Cuba,L-39C -,(armed) trainer aircraft,Aircraft,1981,Yes,30,Yes,1982,No,New,3.5,3.5,105,No
4121,Soviet Union,Cuba,Project-771,landing ship,Ships,1981,Yes,2,No,1982,No,Second hand,20,8,16,No
4275,Soviet Union,Cuba,Kvadrat SAMS,SAM system,Air-defence systems,1982,Yes,2,Yes,1982,Yes,New,17.5,17.5,35,No
4275,Soviet Union,Cuba,Kvadrat SAMS,SAM system,Air-defence systems,1982,Yes,1,Yes,1983,Yes,New,17.5,17.5,17.5,No
4276,Soviet Union,Cuba,3M9,SAM,Missiles,1982,Yes,100,Yes,1982,Yes,New,0.12,0.12,12,No
4276,Soviet Union,Cuba,3M9,SAM,Missiles,1982,Yes,100,Yes,1983,Yes,New,0.12,0.12,12,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,50,Yes,1977,Yes,New,0.07,0.07,3.5,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,75,Yes,1978,Yes,New,0.07,0.07,5.25,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,75,Yes,1979,Yes,New,0.07,0.07,5.25,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,250,Yes,1981,Yes,New,0.07,0.07,17.5,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,250,Yes,1982,Yes,New,0.07,0.07,17.5,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,250,Yes,1983,Yes,New,0.07,0.07,17.5,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,100,Yes,1980,Yes,New,0.07,0.07,7,No
4277,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1976,Yes,200,Yes,1984,Yes,New,0.07,0.07,14,No
4381,Soviet Union,Cuba,Project-641,submarine,Ships,1982,Yes,1,No,1984,No,New,75,75,75,No
4399,Soviet Union,Cuba,Project-206M Shtorm,torpedo boat,Ships,1982,Yes,3,No,1983,No,New,25,25,75,No
4720,Soviet Union,Cuba,An-32,transport aircraft,Aircraft,1983,Yes,2,Yes,1985,Yes,New,11,11,22,No
4749,Soviet Union,Cuba,Mi-2,light helicopter,Aircraft,1983,Yes,2,No,1983,No,New,1.1,1.1,2.2,No
4748,Soviet Union,Cuba,Mi-14PL,anti-submarine helicopter,Aircraft,1982,Yes,7,Yes,1983,Yes,New,12,12,84,No
4748,Soviet Union,Cuba,Mi-14PL,anti-submarine helicopter,Aircraft,1982,Yes,7,Yes,1984,Yes,New,12,12,84,No
7573,Soviet Union,Cuba,An-24,transport aircraft,Aircraft,1965,Yes,5,No,1966,No,New,7.5,7.5,37.5,No
7578,United States,Cuba,C-46,transport aircraft,Aircraft,1950,Yes,4,No,1951,No,Second hand,4.5,1.8,7.2,No
7582,United States,Cuba,Bell-47,light helicopter,Aircraft,1956,No,1,No,1957,No,New,0.24,0.24,0.24,No
7583,United States,Cuba,Bell-47,light helicopter,Aircraft,1956,Yes,2,No,1957,No,New,0.24,0.24,0.48,No
7583,United States,Cuba,Bell-47,light helicopter,Aircraft,1956,Yes,4,No,1959,No,New,0.24,0.24,0.96,No
7565,United Kingdom,Cuba,Sea Fury,fighter aircraft,Aircraft,1958,No,7,No,1959,No,Second hand but modernized,2,1.32,9.24,No
7565,United Kingdom,Cuba,Sea Fury,fighter aircraft,Aircraft,1958,No,10,No,1958,No,Second hand but modernized,2,1.32,13.2,No
7566,Soviet Union,Cuba,IL-14,transport aircraft,Aircraft,1960,Yes,20,Yes,1961,No,Second hand,4,1.6,32,No
7569,Czechoslovakia,Cuba,MiG-15,fighter aircraft,Aircraft,1960,Yes,20,Yes,1961,No,Second hand,3.4,1.36,27.2,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1964,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1965,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1966,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1967,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1968,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1969,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1970,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1971,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1972,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1973,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1974,Yes,New,1.25,1.25,125,No
7562,Soviet Union,Cuba,T-55,tank,Armoured vehicles,1964,Yes,100,Yes,1975,Yes,New,1.25,1.25,125,No
7564,United Kingdom,Cuba,S-55,helicopter,Aircraft,1958,No,2,No,1958,No,New,1.2,1.2,2.4,No
7572,Soviet Union,Cuba,MiG-15UTI,(armed) trainer aircraft,Aircraft,1960,Yes,10,Yes,1961,Yes,New,3,3,30,No
7572,Soviet Union,Cuba,MiG-15UTI,(armed) trainer aircraft,Aircraft,1960,Yes,20,Yes,1960,No,New,3,3,60,No
7603,Soviet Union,Cuba,MiG-21MF,fighter aircraft,Aircraft,1970,Yes,20,Yes,1972,No,New,10.7,10.7,214,No
7603,Soviet Union,Cuba,MiG-21MF,fighter aircraft,Aircraft,1970,Yes,20,Yes,1973,No,New,10.7,10.7,214,No
7603,Soviet Union,Cuba,MiG-21MF,fighter aircraft,Aircraft,1970,Yes,20,Yes,1974,No,New,10.7,10.7,214,No
7592,Soviet Union,Cuba,BTR-60P,armoured personnel carrier,Armoured vehicles,1961,Yes,50,Yes,1962,Yes,New,0.2,0.2,10,No
7592,Soviet Union,Cuba,BTR-60P,armoured personnel carrier,Armoured vehicles,1961,Yes,50,Yes,1963,Yes,New,0.2,0.2,10,No
7592,Soviet Union,Cuba,BTR-60P,armoured personnel carrier,Armoured vehicles,1961,Yes,50,Yes,1964,Yes,New,0.2,0.2,10,No
7595,Soviet Union,Cuba,BRDM-2 ATK,tank destroyer,Armoured vehicles,1981,No,10,Yes,1984,Yes,New,0.8,0.8,8,No
7595,Soviet Union,Cuba,BRDM-2 ATK,tank destroyer,Armoured vehicles,1981,No,15,Yes,1983,Yes,New,0.8,0.8,12,No
7595,Soviet Union,Cuba,BRDM-2 ATK,tank destroyer,Armoured vehicles,1981,No,15,Yes,1982,Yes,New,0.8,0.8,12,No
7596,Soviet Union,Cuba,PT-76,light tank,Armoured vehicles,1970,Yes,20,Yes,1971,Yes,Second hand,0.9,0.36,7.2,No
7596,Soviet Union,Cuba,PT-76,light tank,Armoured vehicles,1970,Yes,20,Yes,1972,Yes,Second hand,0.9,0.36,7.2,No
7596,Soviet Union,Cuba,PT-76,light tank,Armoured vehicles,1970,Yes,20,Yes,1973,Yes,Second hand,0.9,0.36,7.2,No
7593,Soviet Union,Cuba,IS-2,tank,Armoured vehicles,1960,No,41,No,1960,No,Second hand,1.25,0.5,20.5,No
7599,Soviet Union,Cuba,Mi-1,light helicopter,Aircraft,1961,Yes,20,Yes,1963,Yes,New,0.3,0.3,6,No
7604,Soviet Union,Cuba,KS-1 Sopka,anti-ship missile,Missiles,1962,Yes,150,Yes,1962,No,New,0.45,0.45,67.5,No
7605,Soviet Union,Cuba,Shmel,anti-tank missile,Missiles,1960,Yes,250,Yes,1962,No,New,0.01,0.01,2.5,No
7606,Soviet Union,Cuba,K-13A,short-range air-to-air missile,Missiles,1960,Yes,150,Yes,1963,Yes,New,0.04,0.04,6,No
7606,Soviet Union,Cuba,K-13A,short-range air-to-air missile,Missiles,1960,Yes,150,Yes,1962,No,New,0.04,0.04,6,No
7607,Soviet Union,Cuba,P-15,anti-ship missile,Missiles,1961,No,38,Yes,1962,No,New,0.6,0.6,22.8,No
7607,Soviet Union,Cuba,P-15,anti-ship missile,Missiles,1961,No,37,Yes,1966,No,New,0.6,0.6,22.2,No
7608,Soviet Union,Cuba,BTR-152,armoured personnel carrier,Armoured vehicles,1962,Yes,75,Yes,1963,Yes,Second hand,0.13,0.05,3.9,No
7608,Soviet Union,Cuba,BTR-152,armoured personnel carrier,Armoured vehicles,1962,Yes,75,Yes,1964,Yes,Second hand,0.13,0.05,3.9,No
7584,Canada,Cuba,DHC-2,light transport aircraft,Aircraft,1957,No,3,No,1957,No,New,0.38,0.38,1.14,No
8640,Soviet Union,Cuba,MiG-21F,fighter aircraft,Aircraft,1960,Yes,8,Yes,1963,Yes,New,9,9,72,No
8640,Soviet Union,Cuba,MiG-21F,fighter aircraft,Aircraft,1960,Yes,42,Yes,1962,No,New,9,9,378,No
8643,Soviet Union,Cuba,V-750,SAM,Missiles,1960,Yes,250,Yes,1961,No,New,0.12,0.12,30,No
8643,Soviet Union,Cuba,V-750,SAM,Missiles,1960,Yes,250,Yes,1962,No,New,0.12,0.12,30,No
8643,Soviet Union,Cuba,V-750,SAM,Missiles,1960,Yes,100,Yes,1963,Yes,New,0.12,0.12,12,No
8645,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1970,Yes,133,Yes,1972,Yes,New,0.07,0.07,9.31,No
8645,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1970,Yes,134,Yes,1973,Yes,New,0.07,0.07,9.38,No
8645,Soviet Union,Cuba,K-13M,short-range air-to-air missile,Missiles,1970,Yes,133,Yes,1974,Yes,New,0.07,0.07,9.31,No
8922,Soviet Union,Cuba,P-15,anti-ship missile,Missiles,1972,Yes,16,Yes,1972,Yes,New,0.6,0.6,9.6,No
8922,Soviet Union,Cuba,P-15,anti-ship missile,Missiles,1972,Yes,17,Yes,1973,Yes,New,0.6,0.6,10.2,No
8922,Soviet Union,Cuba,P-15,anti-ship missile,Missiles,1972,Yes,17,Yes,1974,Yes,New,0.6,0.6,10.2,No
16627,Soviet Union,Cuba,BM-24 240mm,multiple rocket launcher,Artillery,1960,Yes,10,Yes,1961,Yes,Second hand,0.45,0.18,1.8,No
16627,Soviet Union,Cuba,BM-24 240mm,multiple rocket launcher,Artillery,1960,Yes,10,Yes,1962,Yes,Second hand,0.45,0.18,1.8,No
15975,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1984,Yes,40,Yes,1984,Yes,Second hand,1.8,0.72,28.8,No
15975,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1984,Yes,40,Yes,1985,Yes,Second hand,1.8,0.72,28.8,No
15975,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1984,Yes,40,Yes,1986,Yes,Second hand,1.8,0.72,28.8,No
15975,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1984,Yes,40,Yes,1987,Yes,Second hand,1.8,0.72,28.8,No
15975,Soviet Union,Cuba,T-62,tank,Armoured vehicles,1984,Yes,40,Yes,1988,Yes,Second hand,1.8,0.72,28.8,No
15982,Soviet Union,Cuba,M-46 130mm,towed gun,Artillery,1985,Yes,97,Yes,1985,Yes,Second hand,0.65,0.26,25.22,No
15983,Soviet Union,Cuba,D-1 152mm,towed gun,Artillery,1985,Yes,50,Yes,1985,Yes,Second hand,0.5,0.2,10,No
16193,Soviet Union,Cuba,SO-1,patrol boat,Ships,1963,Yes,6,No,1964,No,New,15,15,90,No
16188,Soviet Union,Cuba,Mi-17,transport helicopter,Aircraft,1982,Yes,16,No,1983,No,New,7.25,7.25,116,No
16177,United States,Cuba,T-6 Texan,trainer aircraft,Aircraft,1950,Yes,10,No,1951,No,Second hand,0.25,0.1,1,No
16181,Soviet Union,Cuba,Project-183R,missile boat,Ships,1961,Yes,12,No,1962,No,Second hand,15,6,72,No
16181,Soviet Union,Cuba,Project-183R,missile boat,Ships,1961,Yes,6,No,1966,No,Second hand,15,6,36,No
16179,Soviet Union,Cuba,Project-183,torpedo boat,Ships,1961,Yes,16,No,1962,No,Second hand,12,4.8,76.8,No
16182,Soviet Union,Cuba,R-60,short-range air-to-air missile,Missiles,1980,Yes,75,Yes,1981,Yes,New,0.09,0.09,6.75,No
16186,Soviet Union,Cuba,MiG-23MS,fighter aircraft,Aircraft,1976,Yes,7,Yes,1977,No,New,13,13,91,No
16189,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1967,Yes,5,Yes,1968,Yes,New,6,6,30,No
16189,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1967,Yes,5,Yes,1969,Yes,New,6,6,30,No
16189,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1967,Yes,5,Yes,1970,Yes,New,6,6,30,No
16189,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1967,Yes,5,Yes,1971,Yes,New,6,6,30,No
16189,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1967,Yes,5,Yes,1972,Yes,New,6,6,30,No
16190,Soviet Union,Cuba,S-125 Pechora,SAM system,Air-defence systems,1976,No,6,Yes,1977,No,New,17.5,17.5,105,No
16190,Soviet Union,Cuba,S-125 Pechora,SAM system,Air-defence systems,1976,No,6,Yes,1978,No,New,17.5,17.5,105,No
16191,Soviet Union,Cuba,S-75 Dvina,SAM system,Air-defence systems,1960,Yes,12,Yes,1961,Yes,New,17.87,17.87,214.44,No
16191,Soviet Union,Cuba,S-75 Dvina,SAM system,Air-defence systems,1960,Yes,12,Yes,1962,Yes,New,17.87,17.87,214.44,No
16192,Soviet Union,Cuba,Project-122,patrol boat,Ships,1961,Yes,6,No,1962,No,Second hand,12.5,5,30,No
16194,Soviet Union,Cuba,V-601,SAM,Missiles,1976,No,225,Yes,1978,Yes,New,0.12,0.12,27,No
16194,Soviet Union,Cuba,V-601,SAM,Missiles,1976,No,225,Yes,1977,Yes,New,0.12,0.12,27,No
16178,Soviet Union,Cuba,Project-123,torpedo boat,Ships,1962,Yes,12,No,1962,No,Second hand,7,2.8,33.6,No
16178,Soviet Union,Cuba,Project-123,torpedo boat,Ships,1962,Yes,6,Yes,1964,No,Second hand,7,2.8,16.8,No
16196,Soviet Union,Cuba,Strela-2,portable SAM,Missiles,1975,No,500,Yes,1976,Yes,New,0.04,0.04,20,No
16196,Soviet Union,Cuba,Strela-2,portable SAM,Missiles,1975,No,500,Yes,1977,Yes,New,0.04,0.04,20,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,100,Yes,1978,Yes,New,0.01,0.01,1,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1979,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1980,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1981,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1982,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1983,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1984,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1985,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1986,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,200,Yes,1987,Yes,New,0.01,0.01,2,No
16197,Soviet Union,Cuba,Malyutka,anti-tank missile,Missiles,1978,Yes,100,Yes,1988,Yes,New,0.01,0.01,1,No
16199,Soviet Union,Cuba,BTR-40,armoured personnel carrier,Armoured vehicles,1960,Yes,50,Yes,1961,Yes,Second hand,0.12,0.05,2.4,No
16199,Soviet Union,Cuba,BTR-40,armoured personnel carrier,Armoured vehicles,1960,Yes,50,Yes,1962,Yes,Second hand,0.12,0.05,2.4,No
16200,Soviet Union,Cuba,BRDM-1,armoured reconnaissance vehicle,Armoured vehicles,1966,Yes,50,Yes,1966,Yes,New,0.12,0.12,6,No
16202,Soviet Union,Cuba,ML-20 152mm,towed gun,Artillery,1960,Yes,50,Yes,1961,Yes,Second hand,0.5,0.2,10,No
16202,Soviet Union,Cuba,ML-20 152mm,towed gun,Artillery,1960,Yes,25,Yes,1962,Yes,Second hand,0.5,0.2,5,No
16202,Soviet Union,Cuba,ML-20 152mm,towed gun,Artillery,1960,Yes,25,Yes,1963,Yes,Second hand,0.5,0.2,5,No
16203,Soviet Union,Cuba,M-46 130mm,towed gun,Artillery,1975,Yes,20,Yes,1975,Yes,Second hand,0.65,0.26,5.2,No
16203,Soviet Union,Cuba,M-46 130mm,towed gun,Artillery,1975,Yes,30,Yes,1976,Yes,Second hand,0.65,0.26,7.8,No
16203,Soviet Union,Cuba,M-46 130mm,towed gun,Artillery,1975,Yes,30,Yes,1977,Yes,Second hand,0.65,0.26,7.8,No
16203,Soviet Union,Cuba,M-46 130mm,towed gun,Artillery,1975,Yes,20,Yes,1978,Yes,Second hand,0.65,0.26,5.2,No
16204,Soviet Union,Cuba,M-30 122mm,towed gun,Artillery,1960,Yes,50,Yes,1961,Yes,Second hand,0.45,0.18,9,No
16204,Soviet Union,Cuba,M-30 122mm,towed gun,Artillery,1960,Yes,50,Yes,1962,Yes,Second hand,0.45,0.18,9,No
16205,Soviet Union,Cuba,D-30 122mm,towed gun,Artillery,1975,Yes,50,Yes,1976,Yes,New,0.35,0.35,17.5,No
16205,Soviet Union,Cuba,D-30 122mm,towed gun,Artillery,1975,Yes,50,Yes,1977,Yes,New,0.35,0.35,17.5,No
16205,Soviet Union,Cuba,D-30 122mm,towed gun,Artillery,1975,Yes,50,Yes,1978,Yes,New,0.35,0.35,17.5,No
16206,Soviet Union,Cuba,A-19 122mm,towed gun,Artillery,1960,Yes,100,Yes,1961,Yes,Second hand,0.4,0.16,16,No
16207,Soviet Union,Cuba,D-20 152mm,towed gun,Artillery,1971,Yes,30,Yes,1972,Yes,New,0.5,0.5,15,No
16207,Soviet Union,Cuba,D-20 152mm,towed gun,Artillery,1971,Yes,40,Yes,1973,Yes,New,0.5,0.5,20,No
16207,Soviet Union,Cuba,D-20 152mm,towed gun,Artillery,1971,Yes,30,Yes,1974,Yes,New,0.5,0.5,15,No
16209,Soviet Union,Cuba,ZSU-23-4,self-propelled anti-aircraft gun,Air-defence systems,1974,Yes,10,Yes,1975,Yes,New,7,7,70,No
16209,Soviet Union,Cuba,ZSU-23-4,self-propelled anti-aircraft gun,Air-defence systems,1974,Yes,20,Yes,1976,Yes,New,7,7,140,No
16209,Soviet Union,Cuba,ZSU-23-4,self-propelled anti-aircraft gun,Air-defence systems,1974,Yes,20,Yes,1977,Yes,New,7,7,140,No
7597,Soviet Union,Cuba,MiG-19,fighter aircraft,Aircraft,1961,Yes,12,No,1961,No,Second hand,5,2,24,No
16605,Soviet Union,Cuba,BM-14 140mm,multiple rocket launcher,Artillery,1965,Yes,15,Yes,1966,Yes,Second hand,0.25,0.1,1.5,No
16605,Soviet Union,Cuba,BM-14 140mm,multiple rocket launcher,Artillery,1965,Yes,15,Yes,1967,Yes,Second hand,0.25,0.1,1.5,No
16618,Czechoslovakia,Cuba,M-51 130mm,multiple rocket launcher,Artillery,1964,Yes,10,Yes,1965,Yes,New,0.4,0.4,4,No
16618,Czechoslovakia,Cuba,M-51 130mm,multiple rocket launcher,Artillery,1964,Yes,10,Yes,1966,Yes,New,0.4,0.4,4,No
16637,Soviet Union,Cuba,BM-13 132mm,multiple rocket launcher,Artillery,1960,Yes,25,Yes,1961,Yes,Second hand,0.2,0.08,2,No
16637,Soviet Union,Cuba,BM-13 132mm,multiple rocket launcher,Artillery,1960,Yes,25,Yes,1962,Yes,Second hand,0.2,0.08,2,No
16631,Soviet Union,Cuba,BMD-20 200mm SP,multiple rocket launcher,Artillery,1961,Yes,20,Yes,1962,Yes,New,0.45,0.45,9,No
17705,Soviet Union,Cuba,Project-205P,patrol boat,Ships,1984,Yes,4,No,1985,No,New,22.5,22.5,90,No
17852,Soviet Union,Cuba,Strela-3,portable SAM,Missiles,1985,Yes,250,Yes,1986,Yes,New,0.06,0.06,15,No
17852,Soviet Union,Cuba,Strela-3,portable SAM,Missiles,1985,Yes,250,Yes,1987,Yes,New,0.06,0.06,15,No
18407,Soviet Union,Cuba,Strela-10 SAMS,mobile SAM system,Air-defence systems,1984,Yes,20,Yes,1985,Yes,New,1.25,1.25,25,No
18407,Soviet Union,Cuba,Strela-10 SAMS,mobile SAM system,Air-defence systems,1984,Yes,20,Yes,1986,Yes,New,1.25,1.25,25,No
18408,Soviet Union,Cuba,9M37,SAM,Missiles,1984,Yes,500,Yes,1985,Yes,New,0.06,0.06,30,No
18408,Soviet Union,Cuba,9M37,SAM,Missiles,1984,Yes,500,Yes,1986,Yes,New,0.06,0.06,30,No
18411,Soviet Union,Cuba,9P113,surface-to-surface missile launcher,Artillery,1984,Yes,4,Yes,1985,Yes,New,0.5,0.5,2,No
18412,Soviet Union,Cuba,Il-76,heavy transport aircraft,Aircraft,1984,Yes,2,No,1986,Yes,New,85,85,170,No
19592,Soviet Union,Cuba,S-2 Sopka,coastal defence system,Artillery,1962,Yes,9,Yes,1962,No,New,15,15,135,No
20009,Soviet Union,Cuba,Project-1241P,patrol boat,Ships,1989,Yes,1,No,1990,No,New,65,65,65,No
20507,Soviet Union,Cuba,PRV-9,height-finding radar,Sensors,1982,Yes,1,Yes,1982,Yes,New,3.5,3.5,3.5,No
21099,Soviet Union,Cuba,Project-1159,corvette,Ships,1986,Yes,1,No,1988,No,New,125,125,125,No
21100,Soviet Union,Cuba,9M33,SAM,Missiles,1986,Yes,30,Yes,1988,Yes,New,0.1,0.1,3,No
24018,Soviet Union,Cuba,BTR-60P,armoured personnel carrier,Armoured vehicles,1984,Yes,5,Yes,1985,Yes,New,0.2,0.2,1,No
24018,Soviet Union,Cuba,BTR-60P,armoured personnel carrier,Armoured vehicles,1984,Yes,5,Yes,1986,Yes,New,0.2,0.2,1,No
24124,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1977,Yes,15,Yes,1978,Yes,New,6,6,90,No
24124,Soviet Union,Cuba,Mi-8T,transport helicopter,Aircraft,1977,Yes,8,Yes,1981,Yes,New,6,6,48,No
